"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",0.0400833879851963,0.000999653274789645,0.0409602066227632,0.0287173194668,0.00285611317759671,0.0239797113829034,0.0027044041684344,0.0784933899328628,0.0369779311837303,0.0198663221438614,0.0333984501906219,0.179189269280269,0.0020968492360281,0.0433377965430848,0.0611066860364363,0.0470483373665598,0.0184455761899398,0.0210601127457259,0.10905400136674,0.0950744274077407,0.112191817761817,0.00135858326130914,0.000999653274789645
"2",0.0434080602655154,0.000999834845798116,0.031201810283162,0.0130364335486911,0.00197586673357659,0.0174468410722463,0.00269775969792546,0.0735544868699596,0.0319679126717269,0.0116930631143016,0.0424760405593008,0.215259056379354,0.00230861930041987,0.0518176087963249,0.0616097935651351,0.0416909060198494,0.0335285418949832,0.0464107129684622,0.0795352145321283,0.107219645210904,0.0872756979399113,0.00130782595781883,0.00157826777250474
"3",0.0700867717379309,0.000999839027962253,0.022277743860152,0.0174056016090112,0.00230248144737023,0.0175252169705598,0.00181661218756207,0.0462693919786699,0.0272836866457404,0.0124506753301341,0.0512830280103597,0.151580995197881,0.00400870855141654,0.0825714175051879,0.107205803552606,0.0921045069667068,0.015098123478292,0.0159531724814212,0.0755577055432593,0.10326926361205,0.0798779079668581,0.00135639047315136,0.00171495586571654
"4",0.015336296588461,0.00197221901026096,0.0977049378997777,0.0236700579277572,0.00751074399664484,0.0313312846920286,0.00271697125014143,0.0355322051052979,0.0274069849727664,0.00982806860815985,0.0178053436570142,0.0845248218060965,0.00278999990162169,0.0288759025995749,0.0844295497330841,0.0392124641087748,0.047709999526732,0.0174572737973965,0.126860801593219,0.0973815717651774,0.183214008658272,0.000999057336952076,0.0157294354647884
"5",0.0467974711983525,0.00144828718682004,0.0675600425726189,0.0248374016128471,0.00544259657664855,0.0360683329041721,0.00277046259991197,0.0551841701335046,0.0233434031969329,0.0306319232419851,0.0305241129803595,0.102614133037085,0.00247499113011571,0.0423993535048128,0.0628331132858781,0.0381009568593577,0.0389024383356419,0.0274251468359129,0.171688290720509,0.0697463343306685,0.116588857875719,0.00158989498484703,0.00102828489529997
"6",0.00770376534342937,0.00454357674004173,0.0461163157151615,0.0116941516963168,0.00193419685243945,0.0144226215723235,0.00220799503145436,0.011996885589968,0.0205186096964374,0.00679811281704495,0.0103606338603037,0.170992800427965,0.000998854515691911,0.00302920643562804,0.0181451855377376,0.044319662872244,0.061536130094532,0.0144945667056439,0.232252195210645,0.0842350601743065,0.228881281168088,0.00181933742690455,0.000998854515691911
"7",0.00619805711584669,0.000999331300537916,0.038033818872317,0.0195337939253432,0.00724427778291498,0.0261640095538475,0.0121163922984629,0.0900625482044466,0.042204377274415,0.020529563467283,0.0130161362713925,0.0714791462559325,0.0200097578801273,0.0291173370742023,0.0563233016109974,0.068422699867442,0.0723898958603674,0.00955271529413015,0.124654072273111,0.0830196640892528,0.181732417230079,0.00179152919205351,0.00540515730549708
"8",0.0107194647682181,0.00175246974496297,0.0362948360191004,0.0140154042724255,0.00293137956351749,0.0197405509703384,0.00187771883578521,0.0551971339189938,0.0273861551717749,0.01511709671234,0.137631757747698,0.18179951073814,0.00203091439199548,0.0450017148359426,0.0731272359000862,0.0543253670251261,0.0244007705372406,0.0281714653591748,0.0621564779009969,0.0974665147684077,0.106308650788269,0.00128450981789035,0.0012629002115758
"9",0.00490011991933932,0.000999509933849159,0.0323439950675268,0.0429940434489985,0.00258097024742593,0.0214369134570932,0.00260900202924903,0.0968980905190651,0.0445480800184221,0.0241074734379901,0.0234220787357089,0.119194250204206,0.00139211897326552,0.0248080767521022,0.0448772098900026,0.032288288513807,0.0204016816704431,0.0170578757525662,0.155012835898949,0.139519067215472,0.145706493579829,0.00141278532266604,0.00148903941202192
"10",0.0422291359366793,0.00099982682221348,0.0605436062155556,0.0219145677450779,0.00486671241387048,0.0279007935888301,0.00355234164808812,0.0783004054660889,0.0412007911684059,0.0164321512452124,0.0179241557730199,0.131041491612117,0.00270397615282867,0.0470774431647119,0.0680295183188419,0.0532612329190708,0.0346563796684984,0.0407660090790905,0.143067510976941,0.0630095635005819,0.0966217925754984,0.00191417650902386,0.00198641749975293
"11",0.00582298283293614,0.000999428279519189,0.0291633518835722,0.0150771757141754,0.002350904650312,0.0190254123191429,0.00136689929163222,0.0362623302377458,0.024353384685059,0.016167689702779,0.0129434236011309,0.084447501875045,0.00164333316706987,0.0536523178845262,0.0927672218848894,0.0621825497190664,0.0343948530998276,0.0371423960267792,0.17752497243551,0.119869339731565,0.169897692116272,0.00114243912259252,0.00180239973885217
"12",0.0438283095136851,0.0235883506938703,0.0657542639421115,0.109628638720625,0.0224762337258511,0.103647139302577,0.0307226426350419,0.117748293345604,0.0340594974665178,0.0770043135527859,0.0117064657294233,0.0223394025079501,0.00814474869817222,0.0172209402191348,0.0235164561345236,0.0213358867382337,0.0419910121457471,0.0190969466689791,0.0843394521963335,0.0469036004079276,0.0657458738593553,0.00724607900646636,0.0019554527890836
"13",0.00584759098057426,0.000999077830712397,0.0711970789909528,0.0261796622590943,0.00315986914426201,0.0271358290837746,0.00609429105163447,0.0944649459845908,0.0593996166336856,0.015500152150858,0.0125362003743557,0.061898905437445,0.0247458849321367,0.0164627822048209,0.0332238989508099,0.0293475279544509,0.05650929658705,0.012406853678911,0.134862474370795,0.095631385358975,0.206322910674236,0.00345524498354987,0.00261852038232521
"14",0.0167326227202201,0.00116163143983806,0.0611154222472409,0.0195533770850008,0.00300477125376458,0.0177116267531282,0.00268654838434115,0.0638160956957559,0.0395768390588577,0.0250477263784212,0.00742567174960904,0.103021548201877,0.00204494074618388,0.0623091430597776,0.0893432623206797,0.082970899886478,0.0327902957892567,0.0262155467171554,0.0764344322630547,0.124318933748449,0.139645485557712,0.00113972035254177,0.00193345859065668
"15",0.0400885756273577,0.000999713870134173,0.0607895868691358,0.0242862256943212,0.00436342190597772,0.0235367211297889,0.00277123699160858,0.0746690250541972,0.0436065413828857,0.0166217571935644,0.00969872073326007,0.155012957980259,0.00273513833353847,0.0551813847673032,0.0699515599427826,0.0747118372099012,0.0272574844524289,0.0316896788745979,0.0959132274177848,0.0874600494336399,0.0940606985310768,0.00336771050169637,0.00122674610275897
"16",0.00390292906609822,0.000997343779111408,0.00703758528019178,0.0107359749182776,0.000997343779111408,0.00179807065229884,0.000997343779111408,0.0126764078166031,0.0122441718554421,0.00942404210980243,0.148688298372807,0.0503596829144075,0.000997343779111408,0.027059946015046,0.0419328134044623,0.0935798147574205,0.0939317111370296,0.0113028991293161,0.0978169726661165,0.172175372617167,0.197621738200787,0.00182364867898142,0.00189854529130018
"17",0.0137161525662279,0.0023940509656194,0.136293563884218,0.0119049836720522,0.00145799374884437,0.00638922742346477,0.00221628511270969,0.0447296577990323,0.0246854444773142,0.00876561701299546,0.1196029234469,0.179068048737484,0.000999951569489309,0.0351944457755801,0.0536823060210197,0.0628558814588382,0.0818367664966699,0.0136348428199628,0.0272357377387372,0.0962722565546851,0.0720006300051576,0.00271961887550846,0.00234361383748857
