,Agriculture,Fishing,Mining and Quarrying,Food & Beverages,Textiles and Wearing Apparel,Wood and Paper,"Petroleum, Chemical and Non-Metallic Mineral Products",Metal Products,Electrical and Machinery,Transport Equipment,Other Manufacturing,Recycling,"Electricity, Gas and Water",Construction,Maintenance and Repair,Wholesale Trade,Retail Trade,Hotels and Restraurants,Transport,Post and Telecommunications,Finacial Intermediation and Business Activities,Public Administration,"Education, Health and Other Services",Private Households,Others
BRA_Private Households,0.011508921585936924,9.438531029967224e-06,0.002374455716119585,0.06567787806228427,0.05106801555463846,0.06449251405218002,0.05480060477752333,0.0022172955147863158,0.02324174259818511,0.0006788438805246942,0.01816335792490957,2.491186016555281e-05,0.12457831076011759,0.01943652088119516,9.022376914035403e-06,1.1931997470530411e-05,1.068067027327795e-05,0.06170799919985274,0.06520891120573896,0.1255158985963711,0.2526330366353361,0.0009427167731127788,0.03761996282218188,4.747846492363957e-06,0.00995892581378804
BRA_Others,0.00011602913781999912,9.515635402197498e-08,2.39384919427511e-05,0.0006621457135752402,0.0005148515951412482,0.0006501966645611562,0.0005524829347050025,2.235407187353815e-05,0.00023431640055841823,6.843886240596728e-06,0.00018311720880738724,2.511538122816773e-07,0.0012559611099232655,0.00019595320000753488,9.096075975227683e-08,1.2029459945800247e-07,1.0767917412789814e-07,0.000622121087272798,0.0006574178922724858,0.001265409702161382,0.0025469683218077035,9.50417437759449e-06,0.00037927218298689836,4.786629051502636e-08,0.00010040311297485192
BGR_Agriculture,0.41473914197493167,0.0001928826943275151,0.0014116330586931133,0.03443230760566003,0.0007887356763802023,0.007535301745193124,0.04044526968263779,0.0021378547603385046,0.0042154131149458925,0.0010491097817188402,0.0008094729906943343,8.214286074336549e-05,0.011993807158572992,0.00675142069705705,0.0009063477107597965,0.02584461134305113,0.004416935022633519,0.0008551953063904433,0.02014229999820348,0.0019707936005758683,0.08715290427261113,0.000659519310484469,0.004748369581134815,1.576247512333246e-05,0.001527886320133319
BGR_Fishing,0.001072955222734295,0.019603624273372124,0.0020682304627855693,0.01006599924219594,0.0031032100831407676,0.0025982725221758915,0.015403467236122723,0.00278512573314687,0.002974240501018121,0.0037815820827043043,0.003002678227146248,0.0004256701200006182,0.0012353962369090542,0.0016290417414376104,0.0009021279191462655,0.008064207915992586,0.002783986247126396,0.0010635886329323017,0.006563774828461053,0.0024610480557879393,0.015130703508164886,0.001146351638455913,0.005274045373801374,0.00021337320019213326,0.0011762701630726555
BGR_Mining and Quarrying,0.001557529578428104,0.02223517643582246,0.040835547539213014,0.0007703924801796976,0.0007720555541290206,0.00814672096541507,0.07674122393984395,0.01784754946939355,0.04357816220078913,0.00852757442538863,0.0029903319910638674,0.0006362849076046782,0.04927691731715384,0.10296374038285974,0.001095669774360171,0.023118844149596224,0.008129754832253354,0.0033378894327336563,0.05742181418966363,0.007856603534611562,0.23148968608123854,0.001607350438825722,0.004722482273167233,8.99934660261749e-05,0.0025213867264331615
BGR_Food & Beverages,0.1682398014444574,0.02179876015012845,0.010797189581901746,0.23471355018645032,0.004532372005935567,0.04221699656344785,0.040580359936516416,0.016142359355664312,0.012687131299800309,0.0022478033401040747,0.00351048382393279,0.00043687520673882195,0.018324145667762155,0.009885485193658223,0.001818245354565052,0.06684918408076296,0.002838732426998863,0.005336976261329125,0.03511900065743074,0.005422040401521974,0.1061388902436853,0.000857211719119363,0.004958945528561886,2.5945992020358488e-05,0.00268392875322862
BGR_Textiles and Wearing Apparel,0.02467154881421378,0.000219116481216679,0.0021385593623309135,0.021544287958809187,0.147866923393247,0.039921255932678666,0.14810717017320604,0.00787673511563678,0.013047750703666913,0.001837008603194033,0.02982875747540247,0.000990498407259322,0.05313716763874393,0.01712487027464801,0.006605247154097087,0.10533773218987925,0.021274129499398713,0.009182807472913166,0.04237864116327794,0.01602421191343588,0.13258640710740743,0.0010239917446612154,0.008028448086954652,4.4303416104647496e-05,0.018127500805101518
BGR_Wood and Paper,0.03991383604524984,0.0003031444402619063,0.0012959171585948729,0.0029713568859884775,0.027630342642357843,0.35609862140480397,0.048897389847094415,0.008057461969945548,0.021656732025989046,0.001072989474461616,0.007002033428318486,0.002906016839465752,0.027563812555299487,0.018754251178642822,0.0016679961110943734,0.05732240915554969,0.0027870211762686253,0.008815012051266568,0.034805164317078564,0.014401986491271506,0.10459986532898961,0.0011085294778856725,0.0067348266192023545,3.997227059586258e-05,0.0029751035496064253
"BGR_Petroleum, Chemical and Non-Metallic Mineral Products",0.0038558499737240477,0.040820134779096094,0.09481887776846269,0.004241377372273134,0.003967793362854196,0.029743006729347803,0.32922709578716575,0.012414142297653858,0.022148876180053078,0.0038726780813355347,0.0023896616189371883,0.0011047872567657717,0.036898257038829894,0.019510283824992876,0.0012828805645254966,0.045349855832464,0.005381408859238123,0.004981395424703567,0.030406824720987453,0.008661199312135145,0.1386344523093948,0.000780075068046774,0.005551060023672042,1.2601614755483908e-05,0.002503051054103732
BGR_Metal Products,0.00026244619804209634,0.0055405863513577815,0.023052957677945806,0.00020238722019646208,0.0007356943190939688,0.014805433108533248,0.07360447757440436,0.27463703292046937,0.047954978896999206,0.004413989953200605,0.005760738397691707,0.016766820191849986,0.05939416114104787,0.031409240599397356,0.0026450536070895484,0.0647957989353846,0.003911228758331533,0.008816176100124131,0.0381212015011982,0.014595788885287146,0.11432810526296157,0.0008676540315047253,0.006239622121997308,2.3631010232435133e-05,0.010358228549131088
BGR_Electrical and Machinery,0.00013743926248728437,0.00023422069142854844,0.00046668672919720426,0.00020902843493338886,0.0024301199015578636,0.009968843139500616,0.052175468133970254,0.08324032729472923,0.371851176898238,0.018505675440108456,0.0041211585348127295,0.00017120241193036535,0.010165932088784661,0.008811709013303816,0.001267288326198387,0.05440760948494018,0.003766260633413548,0.0033361965470936478,0.014712214117282716,0.019348194694113228,0.14101407798882523,0.000283324628251033,0.003391288649548599,1.217509638275139e-05,0.002471178397656072
BGR_Transport Equipment,0.0001336016902822717,0.0002025452572118406,0.0005460164473807537,0.0007442812987500628,0.009778349896149542,0.006776213630258331,0.05014311391419326,0.05607216676313334,0.2440911153004267,0.3287671426228244,0.022407310945503595,9.592009086777038e-05,0.004017484227214778,0.0040043879954491084,0.0007066974436528074,0.03377793390448627,0.0031683420891318306,0.0016462775762187028,0.010463042842173835,0.00393785961623122,0.0808034119172671,0.0005142298055498333,0.002776975185047074,3.124189551416626e-05,0.0004211530882662958
BGR_Other Manufacturing,0.002485712927997323,0.003504724128692002,0.001980860267407035,0.0054209432516724105,0.02912299189946542,0.12814700918368938,0.08043231810373899,0.0704303844652624,0.06883495872049947,0.033120579103764286,0.0763835067457648,0.0004268207456494813,0.009366170745337228,0.01393430330578274,0.002342733158086682,0.06704947064942436,0.022289049992257372,0.0077316841630112685,0.030940191912034298,0.012709739822497691,0.12004054717432963,0.0019072525963244927,0.0055851567011119,9.008580800012083e-05,0.0021863452275571273
BGR_Recycling,0.0020637048177055495,0.0016626570646841193,0.24178312322132525,0.012858256087872277,0.001898097969323423,0.02406841377627223,0.26527442632723136,0.05093390106046951,0.003909076064917435,0.0036119245692007454,0.005001436760943997,0.028012926820550874,0.027908452202837702,0.002239102284102128,0.0020954311694071116,0.007366053415175782,0.007142775486873077,0.0018955365547368697,0.2167713205697123,0.0039031100364488535,0.011606432843219003,0.00225049832891792,0.0032475785814259656,0.0004640429087266287,0.0035955991934753804
"BGR_Electricity, Gas and Water",0.00024561819102357653,0.0390497774103687,0.118093694084091,0.0004766522743034573,0.00045671672127708013,0.008184894739900335,0.1060920617135537,0.004211228827725355,0.01591846960691387,0.0007043861416586205,0.0011580513214351806,0.0011447561220065846,0.20848676017078552,0.04489905491732853,0.0003095937462961043,0.004926048507807987,0.0007410622572036524,0.007772281961081953,0.026705035017598525,0.008773889006204863,0.050919952594942405,0.0005240040824632616,0.0057766226561893185,5.452940253379575e-05,0.001961588640643154
BGR_Construction,0.001905032228549469,9.402534485248337e-05,0.006312316362791083,0.00016161276547970048,0.0035180919253874326,0.043362727557893485,0.07008204718086564,0.03089145919668575,0.04544093748701187,0.011811497592360953,0.013670863093111489,9.851466577597356e-05,0.004734642562968708,0.2603766186364398,0.0018526629204416172,0.043883896432834676,0.04104282003916654,0.004143023747317997,0.03154944534264457,0.017489131658459292,0.13731218766018027,0.00027356628327960473,0.005855838381291278,1.1047634367579767e-05,0.0015900252671016129
BGR_Maintenance and Repair,0.0013163023867031288,0.001205779503119368,0.001255219389363851,0.007403463495964591,0.002280100968897677,0.011063460581683194,0.008455061252052842,0.0029961401965971977,0.013268713829288391,0.014624446752502839,0.005344256297948159,0.0005077973332899752,0.013684570381132875,0.022564221719811865,0.00519062306314256,0.030280300114134052,0.009403238770252923,0.008055474494550829,0.03362230257175611,0.04843993062880877,0.19940889372586193,0.0016029702794844367,0.010189058660803583,0.00024296726186997185,0.0035596076547914383
BGR_Wholesale Trade,0.0002840763282548062,7.305241003785844e-05,0.0002461029558594697,0.0014749047989229263,0.0009437072657694416,0.012117016864675026,0.0075318337361694795,0.0024187158938564772,0.010950066398964014,0.003167535183965984,0.0047962494029669895,2.812429998876692e-05,0.006508486862016512,0.011816529408302695,0.003259964891391314,0.2132979530641887,0.010537945595050396,0.005592279843579871,0.041844389557853565,0.0509981010302645,0.17788983505760445,0.00029274894739302147,0.006533609526438116,9.994309057210159e-06,0.005305715684669687
BGR_Retail Trade,0.0008375677451429935,0.0006427991247059127,0.0002355600711074493,0.0098544487493799,0.0028902062928388176,0.009014811266235705,0.008210516795512577,0.002568948889504975,0.01440099551178267,0.018786652581657914,0.004628683069872763,9.381409620498053e-05,0.014995862647303257,0.0259868047611253,0.00044787437508427534,0.016136257645827726,0.005710230869822849,0.0074388814835994925,0.02674433349205707,0.042768601975484495,0.24357169580120014,0.0007646490455869509,0.011931018891211757,1.7348471393409222e-05,0.0006188572848792873
BGR_Hotels and Restraurants,0.013325258219237163,0.005997789014699368,0.007373338357435664,0.11967670879358454,0.0042569417557261,0.01588245242964017,0.01660169503038139,0.007057948904084067,0.011356826807935327,0.0011358800276981024,0.005481791957555904,0.0003050217073780896,0.020656835992940735,0.015615724256034488,0.0010643492464460118,0.03246456675383417,0.015280342340054362,0.0847064918031797,0.014833590870816305,0.022559741298889102,0.12674640171092766,0.001095296643869558,0.020034855718655088,3.262486120025973e-05,0.0015892222120622965
BGR_Transport,0.00025455040298663325,0.0018479270637955685,0.005565807468239002,0.0004972742316524595,0.0011519501346706007,0.012602001782214732,0.09284601409389391,0.008551590740189935,0.01991902611841127,0.018869687484903436,0.002710561263662859,0.00024411607603793512,0.006712127074135435,0.016318868962163394,0.0015504797207208962,0.01812996125572249,0.014044359639028472,0.026341388265676086,0.25514185234693104,0.04740969244127301,0.14200449824157932,0.0009984764677663017,0.008131533862155215,4.485206877533942e-05,0.0014779238931482929
BGR_Post and Telecommunications,0.00015568750955271196,0.00017346478234739728,0.00037491342029428515,0.00035491282194149266,0.002555886603129753,0.03027593789115152,0.01305102726550394,0.007396484022562445,0.049145172005449995,0.002886649340626149,0.003027066613543215,0.00015717753221989873,0.005335802989890417,0.021286516063454674,0.0008498806052026916,0.011757868462648289,0.003744490625809896,0.012969447106237092,0.029016472076223893,0.23426851545589455,0.1773415966101296,0.0013800924864679181,0.02689195805426092,3.8078356098351866e-05,0.0013973829656206715
BGR_Finacial Intermediation and Business Activities,0.0022049366889028985,0.0001332424977551789,0.0009194188544877727,0.003944281066424225,0.0008197963629202147,0.019585055227884698,0.01426163174663138,0.0068285452137151524,0.02417990157075206,0.008365864562481935,0.005806607770879139,0.000181742231187523,0.01254581161054721,0.05800138682517363,0.0004828264330788038,0.0161451520741661,0.00802772993770378,0.024393502008114992,0.019594947311110115,0.04280290402513474,0.05764737642322942,0.002210002327537395,0.033683124960836246,9.178906430209509e-06,0.002457662867769987
BGR_Public Administration,0.0005934899536659991,0.00037078823100689307,0.0017747992736893352,0.005397883727351829,0.0032083381849229496,0.016339286467595394,0.04199061968752024,0.0063746201137076875,0.03887255928992772,0.019549693403578327,0.0030156224499902377,5.3785116188307904e-05,0.009930905475243867,0.049362234959176604,0.000607302571251778,0.015527138390467312,0.0017771531033929071,0.018319426546247686,0.05671267745352382,0.0342864461677007,0.17599523847648346,0.0002545643110897824,0.027447102870251584,0.0005846800712007926,0.0005734683883433362
"BGR_Education, Health and Other Services",0.0014206429470105192,0.00036780875122988707,0.0008942264390595134,0.011968597143323934,0.0037038916982780686,0.015947701452211756,0.063753291996129,0.0041135738425835365,0.025359690060172795,0.0014347348337514034,0.006007022619406565,0.00016370624662722435,0.01757195873339876,0.026851404061305078,0.0005262452525968974,0.02376251389846738,0.005262963468130553,0.014748996913174802,0.01919101867881966,0.0314172651182054,0.25041569349725645,0.002264250231488983,0.007607309098568709,0.00014164625344935253,0.0011670912677013612
BGR_Private Households,0.001950060162973166,0.0018211687473959088,0.0029314869630946007,0.009517702657087781,0.005962758863025277,0.010532841067677812,0.013385094798166861,0.006474696340937873,0.016988361603762634,0.008556933676421862,0.009778631149121808,0.001058837297300068,0.004402494797419578,0.016761724835551703,0.0017859760214624422,0.009773442333361209,0.0024227238886813988,0.0094842297853475,0.00911236268954923,0.03127740716486252,0.18909836347271217,0.009376996472038159,0.02099892798293639,0.0005358236866430655,0.0026070834373385435
BGR_Others,0.0010288173174028312,0.0009486413829848421,0.0016297744394653973,0.0017315281182117724,0.002531173455762631,0.010061084941579193,0.02177201813722634,0.004280436763881234,0.013334141376054468,0.002975789274838244,0.004971081506866663,0.0005603965862570574,0.007611385376480876,0.019109104787366733,0.0024668132623144497,0.022132375957791023,0.009069237289747881,0.007739556569947029,0.02285331915844614,0.05782380763506875,0.26276246244092016,0.10596384120311915,0.03779825729468818,0.00041723958639973115,0.0007376150377481844
CAN_Agriculture,0.24628568558772768,0.03838573132420523,0.006686550574594955,0.0675632833511022,0.004308913527658824,0.00907005821034724,0.0700811893382318,0.01064303884069776,0.02158236885546808,0.0038753912228756877,0.0035568488721814,0.005007105073366024,0.009803747950496029,0.013728448253765506,0.0012715795223326826,0.01627152392606623,0.034834782912468484,0.001388080330736852,0.030100501296416227,0.00558707455935644,0.07562863779040176,0.0034360988145956672,0.0008904480442048178,1.0419406215672321e-06,2.1911814576117503e-05
CAN_Fishing,0.25292825371337146,0.03953719876844438,0.0063507984959339904,0.05706101099279511,0.004475796834783834,0.005634409613910225,0.07011965673062469,0.01059949324106381,0.02256684839467625,0.003900993329305854,0.0035537361746092932,0.004240650480696522,0.009972880921223727,0.014758390814809645,0.0012887575612207482,0.016481104329526923,0.035302526684604006,0.0012959102512826218,0.030035543958847836,0.005720863781266864,0.07646417384189388,0.0034648967288806645,0.0005198150281988147,1.0182343338098859e-06,1.8343005244613738e-05
CAN_Mining and Quarrying,0.0002479225433846377,0.0008793750859045211,0.07969392046080848,0.0011722512496338403,0.0008063660211339316,0.004918990484190961,0.02752145419034622,0.01077127574599294,0.029442250472748562,0.0032049224891432843,0.0015862978260160793,0.00011512179172002977,0.011069190438366633,0.00159573341093899,0.0008621424746410674,0.011109984039963251,0.023829670129607815,0.0026836864660473277,0.010934068402411882,0.0023182001360958515,0.08435817302481223,0.0020430530061644955,0.0013231325683148289,1.8707143066830492e-06,1.1459028064933095e-05
CAN_Food & Beverages,0.18761952893613412,0.027687327673057916,0.011587780318055801,0.2196340306535932,0.0009963815642530344,0.05170781132631774,0.0380129767414862,0.010461862777617377,0.008324603392439033,0.002831269173035637,0.003686247970980622,0.016094521657574655,0.007030175458905494,0.0013007222888652217,0.001013106885453236,0.013086837404825883,0.027760044384279484,0.002453866443143653,0.03233577578503546,0.003914444970626277,0.06532798421223787,0.0032204937810802075,0.005735101296038346,1.2282020019798065e-06,6.700143198486534e-05
CAN_Textiles and Wearing Apparel,0.0019684052799783585,0.0002898413151630593,0.006438007116355484,0.03100018448182673,0.31728744863712255,0.019879868080316807,0.055706332487018735,0.0024197023125767997,0.0040884131938884755,0.0015702489951772303,0.006152892729186437,0.0038256467416999712,0.010065370351710564,0.0011721109630637991,0.001139591656578022,0.014694725551163653,0.03126843860624837,0.0024448045019219472,0.010134094148128802,0.004093297260905941,0.04493510133688815,0.0019052845649757976,0.0016854550717322555,1.5088565732997959e-06,3.3683282786276576e-05
CAN_Wood and Paper,0.0750748972980244,0.011814301957119239,0.009703282809465006,0.004718848355072032,0.003861166200408476,0.2989722876124713,0.050935703946191443,0.007584673594400184,0.021065177004063504,0.0021706161626073115,0.002951569655349887,0.000664189114015432,0.020510742602016373,0.002453669927202851,0.001593432954197662,0.020721651380633144,0.037840247338212306,0.0020055429588058467,0.0353632495962217,0.0048854827338711965,0.04900877835726506,0.002592223099385277,0.0026403447457505136,1.3510038229744891e-06,4.573219672899793e-05
"CAN_Petroleum, Chemical and Non-Metallic Mineral Products",0.0006878690523375427,0.013793029658484309,0.24039155032870313,0.0018031823980297532,0.002977765786143106,0.02824413814121227,0.2214619909076519,0.009153847000381667,0.014384570131722958,0.0033559959893827936,0.0021611664843092836,0.00022972446482970944,0.014939556467230842,0.004112257193021098,0.0009060184353742452,0.011591120376040891,0.02447723351451193,0.002768772132488919,0.03450115449158178,0.004072029690115258,0.06501955122292287,0.004031942409996034,0.004059309264695909,1.6081184344401876e-06,7.121304903194614e-05
CAN_Metal Products,0.0001984892121136445,0.003447608745385743,0.036834208296813005,0.0005499061156186739,0.0004217108249663646,0.010631152709961412,0.04660395216664492,0.32536021849220664,0.016592677793865047,0.005978084808269695,0.0016759638774788684,0.0002149835623375321,0.02373597878704726,0.0032621610847176096,0.0013669582876910797,0.017634591363548485,0.03482658324852706,0.0017459787594213663,0.03223346573463276,0.0031785818837670662,0.05882909684683728,0.0024535306268226036,0.001663584053100996,3.674293694480943e-06,4.872803797227697e-05
CAN_Electrical and Machinery,0.0008518396364779277,0.0001163477729965595,0.0031850499383903686,0.0010991698457789977,0.0013890761383970125,0.027025251889444872,0.029394061883658097,0.08902389627417565,0.17691252757676076,0.0638769746202691,0.0033595510169315734,0.00025704027201202016,0.004650352738653207,0.0013897697788253544,0.0010802982004084103,0.013972530522000459,0.027641824614414792,0.0034100665801293155,0.016545426432536516,0.00462349065720938,0.06925928580073969,0.0022153670003428948,0.0024007735466234133,1.8532429235185426e-06,3.400773517823343e-05
CAN_Transport Equipment,0.0005032147034857634,1.2774928541685315e-05,0.0016525937210019898,0.0015169779299827341,0.004106108598654725,0.006410274141535144,0.03497849245030771,0.06979445682867863,0.09966165480103871,0.30179061778307614,0.006212403116533933,0.00020315592296917887,0.0024990123618487403,0.001693653639393362,0.0013454801772216473,0.017789391096896652,0.0218377025469572,0.0014538260418663746,0.015626235351975375,0.0016827570078193801,0.07028200070780977,0.001374349978042652,0.001973906580369472,2.1011252253175505e-06,2.2871638185932203e-05
CAN_Other Manufacturing,0.004734050262589958,0.0007992435177128776,0.0030935487100626166,0.005928668238777303,0.013769767687156615,0.10023776005046481,0.04771532633374695,0.04833509939244628,0.012334853452697334,0.0033027925345298598,0.02773621282013629,0.010020826107836382,0.007011070849251032,0.0030793682981955176,0.0020303554393406096,0.026343606619841337,0.052743843624389754,0.004758004347532724,0.015959269764111293,0.011514046491526257,0.08655920721842443,0.005200547626422404,0.02604289345716499,6.046268861507834e-05,0.0005008498002357202
CAN_Recycling,0.10125884282740197,0.01503399954526959,0.007712729534516087,0.11802113593189015,0.011531434244431931,0.1054749048228996,0.052258928083303346,0.04512865899813942,0.010659211277271546,0.0033187894584837366,0.020539758871911507,0.015433943006314158,0.006647589699458878,0.0017656232993388812,0.0016782952476963279,0.02164900391287311,0.04666276954069862,0.0025702170032374087,0.02605209165397117,0.005007249469874191,0.059089368818623034,0.0029676507032422635,0.004932595860918638,1.235048732568115e-06,5.678211559235161e-05
"CAN_Electricity, Gas and Water",0.0002989316169976731,0.00282392048213167,0.05738450608499829,0.0005580367416371327,0.0002646278009160534,0.007710079584493855,0.013136912216462768,0.00541358524823621,0.022619755003709514,0.000914542270021978,0.0007524741696329536,5.744670173370411e-05,0.0008189811507087622,0.025102186544565423,0.00042883872505032036,0.005418425299651856,0.009289180941314838,0.001641720877245192,0.013633509340859298,0.003924283807332533,0.048589094375494475,0.01157004237594282,0.0013660164658488032,6.5737745563685365e-06,2.9993359198565313e-05
CAN_Construction,0.0040350319283364465,0.0005701517113930245,0.06011679895249463,0.0015116950855072633,0.006059925750414705,0.046132982726968176,0.08319817191708533,0.08807307058253089,0.037828561377270926,0.0025546628556766936,0.008645092231738387,0.001964916534353573,0.000990986630801742,0.003264796040823187,0.001153510930461163,0.014855037352467841,0.03247158115547492,0.0010039133659605526,0.016738272727203414,0.002925222728164186,0.10542208978769449,0.004285385267560998,0.0018117551558730737,8.531140290006191e-07,1.1894012532648625e-05
CAN_Maintenance and Repair,0.0010704605172925275,0.00012926614232884785,0.0067712329205792034,0.0058929528323976915,0.0032525386701140685,0.02965420962995153,0.03741396241190165,0.006524817047873392,0.011178668319524118,0.003727738164734922,0.00409306333454889,0.0006295981990253208,0.013485807610336594,0.004986906968787586,0.0010998665234643519,0.0141054064986095,0.029025965777205117,0.015620087640633953,0.027232352009234573,0.036646508226638064,0.21672072112339288,0.009236143074352993,0.023044203151261374,8.6004735386229e-06,9.037231682337321e-05
CAN_Wholesale Trade,0.0010704610205434938,0.00012926631651842427,0.0067712345453555724,0.0058929564964151845,0.0032525278749642003,0.029654154753147543,0.03741395911974119,0.006524824258255052,0.011178679623869894,0.003727742445694322,0.004093071460168851,0.0006295970988369947,0.013485759414910904,0.004986907944681482,0.001099866656723316,0.014105460323391602,0.029025975073435205,0.015620153641860122,0.027232362220805634,0.0366466374484292,0.21672113279477245,0.009236145083025506,0.02304431146441897,8.600493037578885e-06,9.037243833232861e-05
CAN_Retail Trade,0.00107046180948236,0.0001292664385826729,0.006771210308331902,0.005892959926546018,0.003252534254585016,0.029654178905928693,0.037413933693068974,0.0065248166042272465,0.01117869711243011,0.0037277426765301735,0.00409306800766935,0.000629597117588485,0.013485828150533329,0.004986906597108404,0.0010998641237149741,0.014105377385960204,0.029026025169418903,0.01562006473633489,0.027232413441272245,0.03664655184948568,0.21672114620471614,0.009236148295181509,0.02304422783489497,8.600480796612864e-06,9.037254254542429e-05
CAN_Hotels and Restraurants,0.017718696881177616,0.0016423664940607488,0.006434782341911833,0.13028643065585568,0.003198031604716181,0.020942029031443488,0.013607022581533868,0.001446391942448448,0.0039267759761963,0.0017030858134277208,0.0032235806572169425,0.010087642165108681,0.01127140988119777,0.004002562350247156,0.0011038696492916928,0.014175758552967167,0.030424316538591872,0.004734466319085391,0.014423769863298788,0.008319134726869725,0.12916835077941063,0.0062373673175183195,0.010730466677360728,8.43062692526469e-06,0.00011570237660022808
CAN_Transport,0.0014000697990612415,0.00028917255238023305,0.0017715745384612779,0.0009521536362880197,0.0020693184789169427,0.0054956911416937666,0.04930653880921193,0.006049766385957238,0.022613350461105165,0.03631747512392922,0.0011354121630343004,0.00013922250931224452,0.0022960702802320007,0.006517358388919723,0.0009922107540435092,0.009144446052668448,0.027669225100977562,0.10881802925206255,0.29702348600850026,0.011427520491847904,0.08035735432546978,0.004961834287191035,0.0017523212025013805,8.513960138607197e-06,0.00013291580117144827
CAN_Post and Telecommunications,0.0004302081766174554,0.00038821854805131295,0.0035940708336847046,0.0016407463607876565,0.0005702280917653142,0.03877991657496357,0.024690046415786853,0.025810187196430998,0.16917303056207175,0.005552296647410842,0.008571268911132798,0.00035036129673272296,0.002604073393311895,0.01019542101737304,0.0010588961409637165,0.013226368453588327,0.027906197391906397,0.006474667044530677,0.06389457538243583,0.0440868920895724,0.15080083955159856,0.011365403564403832,0.043499973131274454,0.00042222757104545984,0.0036523434645157797
CAN_Finacial Intermediation and Business Activities,0.00018380010563345331,5.497952956946655e-05,0.003103710941401411,0.0013839352938148234,0.0004068252899765799,0.01704641109989531,0.011379937268018473,0.0021357256717484496,0.0075573209947858485,0.002367224099067312,0.0030378479924753118,0.00030844821262582684,0.006292930747230978,0.0197740299259471,0.000690263253986164,0.008917589786517717,0.017052384339504144,0.009174389120907253,0.013114795067350521,0.026419348510489174,0.29786941232993397,0.005713307410657958,0.006201879933284303,8.642416704926912e-06,5.4075996250236495e-05
CAN_Public Administration,0.0026857118839960915,0.00042548489212649394,0.003821069318791539,0.0028294074942578867,0.0016494055546519854,0.014947834241397081,0.03394966161510297,0.004748760429817223,0.014048034781458418,0.008841031892231267,0.004690279054468974,0.00044615507259023363,0.009455051348242606,0.027311805130572787,0.0013988596821278123,0.017973969520078903,0.036987820511935054,0.009166284237584647,0.018893459432831713,0.01450138283216131,0.11626158567656648,0.06388600870111906,0.16147562230299625,1.618707796643959e-05,0.0003356532654760854
"CAN_Education, Health and Other Services",0.00044435516086564644,4.5230553525702296e-05,0.004178545349056037,0.004032562941784192,0.0015494363882944855,0.025612400670027593,0.018216097232671855,0.0026898119762021806,0.011762670242709508,0.001573136838575954,0.0077200433739976395,0.0023816152155933723,0.01181329607548477,0.008869827666081216,0.0010404504130102118,0.01349486286582667,0.02471393010039376,0.006863381509132803,0.02400971184910411,0.017810639526473104,0.0783246277944529,0.007317962649544226,0.032187836670901596,6.943262810200568e-05,0.0005602380222305241
CAN_Private Households,0.0003842405443233427,0.00030579957131278174,0.0004705984950522984,0.0005130363969729169,0.0003254476786914309,0.0004968834116016723,0.0007062721564290171,0.0004715162940339193,0.000506416692655049,0.0002850189639717495,0.00016774436363357198,0.00023961970359883598,0.00040618621674753,0.00026119507740491183,0.0002964684301462673,0.00045249503895298545,0.0003227259400582056,0.00037975881745543294,0.0004255057487758199,0.000529405253649693,0.0007273028138800519,0.00046754558104310755,0.00048588501871151457,0.00011725804224514034,0.0002556737486527646
CAN_Others,0.00038424048421466787,0.00030579950561858914,0.00047059856406298384,0.0005130357692414089,0.00032544764674761014,0.000496883288285429,0.0007062722394669183,0.0004715162522822293,0.0005064167127331315,0.0002850192003287188,0.00016774439879908422,0.00023961979080164568,0.0004061863156384467,0.0002611952341352919,0.0002964683695658771,0.00045249493570412096,0.000322725967979636,0.0003797589305139274,0.0004255057792341324,0.0005294049983098033,0.0007273034746731606,0.0004675455898189683,0.0004858848094996289,0.00011725804325354928,0.0002556736990910495
CHN_Agriculture,0.07531677659905889,9.682586219636012e-05,0.0021160833409878186,0.07496147295640526,0.00042837836538969955,0.0067099360889086475,0.1069084760506391,0.003590182710346384,0.008153310576017744,0.0017024486911890618,0.0011216244661653276,6.768555105367445e-05,0.0111679656799164,0.0016159283093839698,0.0004617636591767462,0.005723134470683278,0.012632067447162389,0.001328233920199956,0.016235083049158248,0.0013900259284294549,0.02963610241957134,8.042751469657912e-05,0.003355169386045731,5.1086612539148505e-05,9.004979144283596e-05
CHN_Fishing,0.04570685984815297,0.012132787390496544,0.0015276618092046725,0.10966347350674757,0.001722783853528743,0.01510553189072347,0.059012245114814774,0.007776062128940455,0.03392185033136581,0.03965017735323794,0.003191834923984842,7.37153819190645e-05,0.010654840259077432,0.0007365639044894977,0.0006516795895215965,0.00798283402739294,0.01757938215691192,0.0021537788875071813,0.022797608135061508,0.0031710799627337797,0.03463833548778214,8.094866207278666e-05,0.003079983876629907,4.799997370084511e-05,3.3007235727787365e-05
CHN_Mining and Quarrying,0.0016028759079387337,0.0029143760850669697,0.14578719906628818,0.0007614429214932056,0.005124657781398727,0.00857939118479927,0.06577450415612526,0.04512284125523333,0.06022555710742507,0.014743540744365596,0.0031168307369135086,0.0003078560540857066,0.06520098478529808,0.001106549532088428,0.00038888857620324765,0.004540588646305674,0.009906994373981421,0.007601352186197905,0.029078203268199678,0.008379778831802832,0.0349363591245222,0.00022705678426173994,0.011316988769623997,0.0001629840785589607,4.4367575861311114e-05
