,Agriculture,Fishing,Mining and Quarrying,Food & Beverages,Textiles and Wearing Apparel,Wood and Paper,"Petroleum, Chemical and Non-Metallic Mineral Products",Metal Products,Electrical and Machinery,Transport Equipment,Other Manufacturing,Recycling,"Electricity, Gas and Water",Construction,Maintenance and Repair,Wholesale Trade,Retail Trade,Hotels and Restraurants,Transport,Post and Telecommunications,Finacial Intermediation and Business Activities,Public Administration,"Education, Health and Other Services",Private Households,Others
GBR_Electrical and Machinery,0.00010171364437614186,2.097416590078671e-05,7.768921785869579e-05,0.0017474721906561893,0.0006580876730173964,0.011279154707083688,0.03469945986321844,0.11381967929978205,0.17038563764848239,0.004529321753616685,0.003752127235591066,5.172803728762709e-05,0.009555871833480953,0.002599849626262779,0.003141428151514815,0.11222437403248901,0.002000758012884286,0.0031376835487655027,0.015335502570647877,0.0080931571530203,0.10224017875017573,0.00174768375326116,0.008310028659616704,7.221330870019603e-06,0.00031180911930436383
GBR_Transport Equipment,0.00030864164932965186,2.4298535740349805e-05,6.134908861486702e-05,0.0019432010060852472,0.006178639282548619,0.011206077234516857,0.06502356040686502,0.124312666183685,0.07281050733487204,0.17549697989043844,0.00688273564507732,0.00010822140001355768,0.00820760849489109,0.0036647354760779016,0.0233344882019227,0.055146791918319164,0.00820661707792054,0.0034866629983218798,0.01430863593272946,0.005903909488230767,0.1030622671832837,0.001302914782770286,0.005398842716984461,4.8815975117136845e-06,0.0002543058376107723
GBR_Other Manufacturing,0.0005620950350251684,6.18298523310776e-05,0.0002182658920618717,0.005325502116582312,0.03897371450834657,0.11625978196881795,0.08356446781920152,0.07128575049017644,0.020445345798601643,0.010154255796625558,0.03983226901771889,0.0019675569875320063,0.010835650346203827,0.002940356126046595,0.0037060812646139366,0.06734008358721284,0.00203268754764453,0.0033562507188199544,0.019394039035907515,0.008185356888058219,0.09008287533785145,0.004158453886040476,0.00803500469145394,1.612063992469114e-05,0.0005327642165076145
GBR_Recycling,0.00016508431277123588,0.00011967809814224244,0.000387765441214791,0.0013883921380410632,0.001382446804508154,0.03867482162047856,0.08165824023580612,0.08719513073236967,0.036986299598983474,0.016863409032880104,0.005589835105566718,0.004895543094794924,0.012027504784617275,0.0012272053758308565,0.007692899400800731,0.052022488493831516,0.0030566711644144542,0.0026276727894859173,0.018899233771854478,0.006725131199211567,0.05593819547361781,0.00802073466753668,0.011024378121025667,5.8424445271723974e-05,0.0009220357347212484
"GBR_Electricity, Gas and Water",0.00011649755233093645,0.028836525349911584,0.17086847082368675,0.0015513816213694807,5.8278965320018846e-05,0.006280522757559815,0.01123143849254665,0.00816050440547515,0.018144841271899376,0.0006154089151029543,0.0008412212336147957,3.975600386197187e-05,0.3395367016490755,0.016225274749905923,0.0022028688728789577,0.013732042873830112,0.0015020447551758918,0.002765735078745334,0.0032730015395719897,0.007509521242838083,0.09436499140045004,0.0008118166159449237,0.00604731064037076,7.949369080675847e-06,0.0005290742780829427
GBR_Construction,0.0013306565039648455,0.001129224178017208,0.010109090638567875,0.0005609726926867273,0.003500154906595781,0.020452968765330627,0.07393059076597318,0.02863304527766399,0.016595362732662145,0.0007618811962991702,0.0019461585517483123,0.0005996564053350072,0.0014505266546111205,0.30090059655970336,0.004736658593497001,0.026460666069739836,0.001642074542122803,0.0029231040403166764,0.004401330673706005,0.003775065818141132,0.11937556790775393,0.0009923507196255852,0.0021788683445892482,3.3817298217363497e-06,0.00013661338126678895
GBR_Maintenance and Repair,0.0009395239165283933,2.0864075736546363e-05,0.00016777196855852761,0.0064677695659477695,0.011642241605800642,0.00793992388055195,0.02965285894248746,0.006782082809709694,0.0149044068461984,0.10641616026654717,0.0014706997524833892,0.0003480030045525075,0.00473995235909568,0.003947463305461464,0.024428049968956162,0.007770873972496435,0.008253057328101852,0.00523551980875718,0.06484552342779426,0.020385477568888734,0.1654917046116412,0.00036225771780880155,0.0068258825535583685,3.4360931213968273e-06,0.0005966346546090147
GBR_Wholesale Trade,0.0023986769926716807,0.0003573907240913324,0.0022454254062253902,0.02088439736036794,0.004961423089463744,0.014733685164166144,0.03668278915516391,0.005134049410178039,0.008647814024727998,0.0043947134931406244,0.0011600487663731994,0.0004520463079232374,0.004192996510664025,0.007587767388767988,0.015547724466961689,0.009188830753185709,0.005336455610789695,0.006470775654890122,0.18212090996750308,0.043618959789762,0.22995309438292047,0.0005759405139851356,0.007961198999092796,4.277051114609992e-06,0.0006259370539764616
GBR_Retail Trade,0.0028510385532304564,6.510071382789193e-05,0.0005830710210340561,0.026706140911194623,0.0039619425428405,0.0031350385737561656,0.007511191202018934,0.0014916715646211684,0.002464686408991283,0.00958740684589774,0.0007264923444304374,8.721632077622921e-05,0.00559790400246589,0.006402784220530629,0.005423242587358809,0.0027899007034167243,0.0037471016772095095,0.013422565386432743,0.027806053850625897,0.011271637643007239,0.17539205102836466,0.0005374431982429099,0.004597332623588369,2.0012239210702473e-06,0.0004659474586583668
GBR_Hotels and Restraurants,0.025116602087418827,0.006078085173592231,0.003923581319366564,0.27067029773624735,0.008515110822014333,0.008296033407183273,0.02287085233399398,0.003337305389194216,0.00540525689439582,0.003000341209885928,0.0027147868188379188,0.0003278332582837587,0.005431636765875459,0.005282359064696452,0.007646903680134343,0.05707510860494799,0.005426103933843562,0.011714470332069335,0.025796957053376864,0.027637330164684157,0.1365555330370064,0.0008678907363155667,0.018761863081352647,4.345738713495925e-06,0.00299333025339498
GBR_Transport,0.0005705265230497948,0.0007868821844821667,0.0019573438885782043,0.0058194302629281085,0.001157348028134,0.011847759617931249,0.05069509755112524,0.0031963188649632435,0.008374564239822814,0.018990232765217687,0.0006869069895525297,0.00026336700019499845,0.004431365082728601,0.009701697091884127,0.015580919268347872,0.011412032341931727,0.00535568384835428,0.009292468218309147,0.1905608195393208,0.01825765900006879,0.18450718660901388,0.004892998964946872,0.010512965375645911,1.2771364709841634e-05,0.0013722970148810644
GBR_Post and Telecommunications,0.0002368322712580231,1.765557521089682e-05,0.0003388175251172831,0.005972461001732686,0.0016172842451330502,0.004042435514700733,0.021406900848695773,0.014903164873174097,0.08025407390932315,0.002497255149368922,0.0008352670541878721,0.00021827258515128034,0.003238110983571264,0.01053560464524684,0.003362717422722304,0.01293354474472878,0.0023288554617549137,0.006115799854823191,0.0263247040943311,0.05631163947297953,0.0768681072935739,0.001747183355175595,0.017763598234275164,4.726211286116265e-06,0.0012154364864102503
GBR_Finacial Intermediation and Business Activities,0.00018785392860840117,0.00025127645428373794,0.0006581343021140098,0.003306517829030227,0.001672070090669337,0.016945112272695483,0.007433709895213739,0.0018031436602747198,0.006196412803983663,0.004073563884975036,0.0010072183713844614,0.0001167629611947042,0.002795294053759473,0.035603848371565494,0.006525424928556684,0.009477265981825234,0.0028886720867819862,0.006769348182368208,0.0200347902746298,0.04487599811471201,0.2851646454024356,0.00615541806401237,0.01708882342388552,5.707814573124885e-06,0.001225694383222625
GBR_Public Administration,0.00013018416099058324,6.973832912548185e-05,0.0003546140861749867,0.005447661094102278,0.005990811841120479,0.014090592637324244,0.016810830053529593,0.0049020874676435075,0.059986256243586014,0.018073802252362357,0.0055976800300077375,0.00040595288391536934,0.006572925833203215,0.03233124732036172,0.00663121463908723,0.04794307140152431,0.003604715692347856,0.012461926894150065,0.009338444471273672,0.030011259307295722,0.16812188672535483,0.0029811086399007813,0.04710686117687339,3.261055616984525e-06,0.0017905100214008532
"GBR_Education, Health and Other Services",0.0013236651767163442,5.114339032650329e-05,0.0006785240815186924,0.017063994309849628,0.005893355199911126,0.012869378298788446,0.03880322594938973,0.002155999950426096,0.013328384608514864,0.0021482815475348843,0.003849189762855356,0.0007664356849413792,0.005595571356355637,0.00449439920092651,0.0031663503481533808,0.028624417218439637,0.0019594488998913974,0.007003310574832767,0.011968244897147415,0.01613743355584233,0.10509451177340937,0.003760623381871429,0.12565528474721827,5.250048192618366e-06,0.002345894936774203
GBR_Private Households,0.0001318467359087213,8.001413917921168e-05,0.0001735586177163608,0.00016118288327269262,0.00011435036813964912,0.00017018849167736068,0.00023392666999426273,0.00016574593776335348,0.00017370963661241556,9.018741569408981e-05,5.548732857927613e-05,7.668988278491344e-05,0.00015370818979043178,9.706693993247295e-05,0.00010766281908455779,0.00017633076568901863,0.00012152630225607462,0.0001302750375061761,0.00014994891730563993,0.00018419038479943888,0.00030051333246859907,0.0001715966931079852,0.0001869225844902846,4.514249953074023e-05,8.714835911343334e-05
GBR_Others,8.875151417666146e-06,4.0744514443050796e-05,0.0004505896064556118,0.00948941241312041,0.02843402317167095,0.015435653452093539,0.05495446268265236,0.002083794867003482,0.012933206465205833,0.006793752743323419,0.002036826755733562,0.0004961756112609008,0.003721555882549717,0.0030686793313805744,0.010813665621332702,0.00875577034318639,0.004177544322900016,0.0038658464100407735,0.02246833006495808,0.033102158470204306,0.2668046094964233,0.003035076462292084,0.06595334371650749,1.0120842679358599e-05,0.015825311030880834
USA_Agriculture,0.23089988175672344,0.0005493263066355946,0.0019850931859966697,0.05459631466133954,0.0012249936790377125,0.009064652795420786,0.07959446920528428,0.003837396679257959,0.008731649698667004,0.0010043963943962189,0.0008052299416624063,7.220744003630088e-05,0.01672709508114591,0.004318759022774864,0.0008706697904885687,0.04479724043217879,0.0031085142510523826,0.0005419111843169056,0.009010797270531334,0.002029466744237564,0.16210045886518534,3.616005817662162e-05,0.006317857999828522,4.4019088617897405e-06,8.186050736782047e-05
USA_Fishing,1.268043370380692e-06,9.35111856519246e-07,6.253639590695224e-06,2.130676944113501e-05,0.00011629881771833181,0.000311891964223254,0.00374450200106766,0.0003991833416248433,0.00014113674357380795,0.0005218273340029084,1.8461408115704793e-05,1.8313346694000486e-06,1.3602763634250776e-06,0.00022767667102911322,2.7586887873654657e-05,0.0011725852986941231,0.0002343587280646139,2.4668141483249713e-06,0.00024879959050913683,4.0224233533851836e-05,0.0005253934825487737,1.611368047326181e-06,0.002231428915971304,5.093534313220681e-07,1.1018705303996636e-06
USA_Mining and Quarrying,0.0010251467263772864,0.007308272604643036,0.03991948949366799,1.9733808871929735e-05,7.936671082321456e-05,0.002449243181996446,0.030299875441040954,0.012806308305274077,0.03403326609383668,0.0030047934412866183,0.0005628877255585462,2.0328972478304795e-05,0.03296795936455066,0.04908913540290472,0.0006403421722595822,0.017023322545442924,0.012535499787788182,0.0003074784146652422,0.007961930607565516,0.0043494074755314836,0.28785481442744953,1.1926350003310655e-05,0.001974578639005586,3.668523312582124e-06,1.4588908715622098e-05
USA_Food & Beverages,0.25846596093015184,0.0026366868960414173,0.006654805399395247,0.16434363853676368,0.0014934075776787251,0.03384049454392015,0.036549919066004216,0.02375915367127,0.009668935821165047,0.0006552111503473273,0.00027449757184568795,0.0007573382476495085,0.01520957748284288,0.004843493750293324,0.0014398229502039356,0.07513836385153984,0.005010023724246913,0.002537362632132594,0.009975552335544233,0.004013256860720189,0.09018083008286916,0.0003964005756470889,0.0028924694538904837,3.0381491676717114e-06,0.00016445354045341662
USA_Textiles and Wearing Apparel,0.028399497271133358,2.2334999805625856e-05,0.0003976143592464364,0.018970926258316666,0.2091657662984664,0.014495813991707936,0.08674326030159636,0.00817518163102116,0.010543113677874144,0.0003233527193034778,0.008544070327010034,0.000841812608678502,0.019318866643375867,0.005335574723210597,0.0019021716212046485,0.09959016237829639,0.0063987188819034264,0.004726665160011423,0.009284708806894556,0.009129091444614443,0.21723417443789328,0.00035774655846737644,0.003577790552876986,4.827701196630366e-06,1.8394125436163227e-05
USA_Wood and Paper,0.04722015861462392,7.74484496263461e-05,0.001424129685605836,0.004042287062940745,0.01369544557798091,0.14468704881143324,0.041666161127446984,0.009478028483174855,0.01738423792607024,0.0006563816349485485,0.001535123220401234,0.0022413308170270096,0.01908105019354656,0.0070113803141141915,0.0011372080185701582,0.06318470564610368,0.0014299519766507252,0.004421109070854093,0.009438823768898227,0.006842812601518506,0.07221416194310315,0.0002923398953140027,0.002731801751683044,2.1868330532286107e-06,0.00013786757173527844
"USA_Petroleum, Chemical and Non-Metallic Mineral Products",0.0021961940743465825,0.08303879807127418,0.10499085865894184,0.0018617530910054372,0.0020166522820282747,0.018007054796269493,0.23352025273883087,0.01234188769930105,0.02016889752924573,0.00041092812664091175,0.0006889646492548814,0.00022048192491862118,0.02399999672937298,0.007304832780539123,0.0013022325818792691,0.05489842408495202,0.01281190890922804,0.0029234445833698987,0.009526637301419559,0.004964668322605849,0.10227426629229294,0.0004249729120633665,0.0029484265575284176,2.77350718408705e-06,7.661098246872552e-05
USA_Metal Products,4.560044108606326e-05,0.0010710651609467671,0.015347017631143808,0.0007084573482535609,0.0011222283448950009,0.008421420709186132,0.0407023462516785,0.2559135255845846,0.05067786948143574,0.001361905224993593,0.0035409705425276158,0.009130825547849667,0.02364843160255806,0.008405656946509705,0.0013772940062500149,0.07523155996147324,0.0024797899427044857,0.004874615387042326,0.01003833900283692,0.008768974021280537,0.11068610928423248,0.00042481972029694096,0.00338113070740551,4.004294769751065e-06,9.359269411280024e-05
USA_Electrical and Machinery,3.230628211681389e-05,0.000184349368504684,0.0006450461350432379,0.0002458590819026745,0.002373631415231956,0.008201914686662612,0.04601560494386901,0.10439415637577362,0.1930114341907923,0.007221847914748798,0.00247357772382383,0.00021313241222777922,0.007345115464537137,0.00435085493867598,0.0018132036896026452,0.08376999322593032,0.013166188726780596,0.0031342210992709426,0.005569929508356523,0.024813899308468217,0.12166982579801512,0.0001786563011471688,0.0015842475450153345,4.394848518255894e-06,2.9936775405324316e-05
USA_Transport Equipment,1.8497051542714815e-05,0.00010990228135318332,0.0007178719348146944,0.000771221815554494,0.011122982172656264,0.0075533535431886265,0.04150934907230401,0.057011922561711816,0.18279775224973888,0.11285678563600852,0.018744209130500306,0.0002605870918472216,0.004270434431435102,0.0020567162607012827,0.0017062429381965623,0.07850692274641502,0.012898488835478563,0.0011424866752376673,0.004247225584776399,0.003958237266985543,0.058428897205844293,9.639091221496125e-05,0.0012364078124508949,9.029949721295566e-07,1.3064134447688065e-05
USA_Other Manufacturing,0.0008435064045632597,0.0002683584967499813,0.0006601829486990487,0.0018574419228735682,0.019711049109645662,0.05780224844938764,0.06329821102139065,0.0771660074482894,0.040399635625888,0.013394129461812591,0.03876818624186246,0.0009914630665906342,0.00666393551931397,0.004585354855447391,0.00171314834313885,0.057881728117786656,0.02587457121415071,0.004601880881575631,0.009166845781809275,0.009628079749912474,0.10034644833086234,0.000324716808193275,0.0028241727323090075,4.263997341771648e-06,0.0001290757576321809
USA_Recycling,0.02976813506067709,0.007777154585493489,0.022548328152184556,0.042680820263389874,0.02535316804011175,0.05406546224060078,0.11286429487373079,0.09508784948861462,0.118032163131297,0.02148614636437718,0.036291231041304634,0.004911435572146224,0.024823020849056295,0.027231690609937253,0.015417129023261927,0.0489513437382021,0.017899074433867547,0.020715731704811717,0.02595997062804641,0.030076775095741574,0.1286192729255917,0.02943975786850481,0.0390975191115042,0.00389443730161179,0.014188523328578341
"USA_Electricity, Gas and Water",9.798646351640045e-06,0.03257138752959965,0.23417015318516127,0.0001341756085069155,0.0002623909625314983,0.0014325268071420745,0.014621629500511012,0.002115108440708946,0.016395610946492993,0.0003870373530490758,0.00019214993243482664,9.416317297845195e-06,0.0008464901654193015,0.019434489627329878,0.00011686277718670236,0.00547672709773327,0.0006743112257488614,0.007773099395463057,0.030775410078070067,0.004625021374530957,0.06733390905349391,3.367968032348143e-05,0.002896481590585295,1.691234020271686e-06,2.6587842734955877e-05
USA_Construction,0.002297715224717073,7.545580255653816e-05,0.005437721595332133,0.00012640495688328782,0.003431832004705749,0.0239715069133329,0.09083064575399268,0.037082749192036586,0.048456400844335716,0.0022964160946709806,0.009743087686629692,5.883572253592773e-05,0.0030398590485423128,0.0031578512510941938,0.004605099191335418,0.030692584403226683,0.150088794709002,0.0024795412664002973,0.0034474027001780284,0.013644679246280673,0.1178399076523663,8.525254445029513e-05,0.004076111046636685,3.6015980982778967e-06,4.487132856567343e-05
USA_Maintenance and Repair,0.0002256304119345165,4.338573702714731e-05,2.0895940075529766e-05,0.0014003155240076913,0.0005106512628296624,0.001407918407208852,0.0023394450450280246,0.0008081353773327782,0.0028013800415528545,0.0009319303812251575,0.000590902904636801,1.8534802320294104e-05,0.0016508788033304936,0.0009258007340904122,0.00013202016204526696,0.005490967722343798,0.0013137820855008869,0.0006724641374185385,0.0030001752649250917,0.005803601445583989,0.02940079222405088,5.979435383062293e-05,0.0009285599015192632,1.9616089963503276e-07,0.0002846665714303132
USA_Wholesale Trade,0.00025987737437258756,2.26841823029182e-05,3.09973975323433e-05,0.0006894933671246326,0.0005186693479358455,0.002567709625010035,0.0041964889638279775,0.0013479612647850192,0.004513441451392384,0.0006235760370706213,0.0009234458564506724,1.8425584253759556e-05,0.001585910354051744,0.0011844881022481765,0.00024405866715714129,0.012097666355776207,0.001180503085958193,0.001080854791969319,0.0044091452844412776,0.01036624908655851,0.04351396700849158,5.9434431790004245e-05,0.0009910648011731626,2.565125932238378e-07,0.0007423007187291977
USA_Retail Trade,0.00014483201257923942,3.620231589911252e-05,1.1291716721257322e-05,0.0011815221834315971,0.00034905854786326215,0.000614121964694035,0.0010419050170811031,0.00039103991726511546,0.0014042718611349155,0.0007359016879848097,0.0003049577830881052,1.2792112844835134e-05,0.0011562924676454174,0.0005580971889679237,5.6580530839166505e-05,0.0017573494717917344,0.0009451585694733506,0.0003378832438841454,0.0016338915110222715,0.0025982616264287857,0.015918164722887828,4.127029557950138e-05,0.0006200499577601944,1.165551444488288e-07,5.5862534263444616e-05
USA_Hotels and Restraurants,0.0056661229607555,0.001387644447848319,0.0024670014938886907,0.056880546128545574,0.0018062808459959956,0.012324759351467547,0.016250578218763415,0.00784318374492185,0.008330143584172627,0.0008017526907731861,0.003003047785692833,0.00018111182856808688,0.016746727137294918,0.007504646549112907,0.0008145175961105485,0.02685415451733265,0.01273255102007573,0.007513825175054478,0.002952410068615843,0.023901538985664945,0.12903023020487076,0.0007993399165468183,0.008584710457336006,1.1936745214623429e-06,0.0002793672533128885
USA_Transport,2.9095371285431743e-05,0.0008261579270311353,0.0011186299712003152,0.0002688711534557551,0.0001778386316324643,0.004878274680358679,0.1116341292672759,0.012008954366495206,0.012861596690826678,0.015328734337307987,0.0012557523080697697,6.368941843559416e-05,0.005057433445155336,0.011005600628913476,0.0006768518369553028,0.017766880024414237,0.012346192957199301,0.014197860496678061,0.04452285974242272,0.0680399597079688,0.18387799498653837,0.0001441063492469383,0.007498136564137456,2.718816986320157e-06,5.0750943698179145e-05
USA_Post and Telecommunications,1.3110992422240144e-06,2.3721910609117274e-05,4.420483684436682e-05,3.3521541493057065e-05,0.00014701919221018835,0.004803577173612577,0.003457066421135459,0.0016456523854529094,0.007473835492304747,0.00028664216129572904,0.00016603044355782207,5.165500278345254e-06,0.0011420376802382792,0.002514293613580366,7.382548760624908e-05,0.0027158994095270745,0.0005018407479687799,0.002348884783528902,0.002073739164250959,0.029936903038255303,0.03983437902809214,0.00018777750491414936,0.003721662854740242,6.231149976281497e-07,0.0005366403171399624
USA_Finacial Intermediation and Business Activities,0.0005158252114644323,3.944109714675163e-05,0.0003675022821251155,0.00010298918016186423,0.0002450101373385204,0.005779733214408186,0.007710831700009127,0.004070563992358168,0.008945902793668485,0.0010889952161502899,0.0018203614968279448,5.3543904828817577e-05,0.004615371448181741,0.01713713908122597,0.0004570074895579549,0.006387948425445238,0.012354273781074211,0.007645279310352469,0.0024492632641400303,0.017733127598651893,0.22970180992943326,0.002021350174343667,0.008251781798116826,1.4534343679454118e-06,0.0007102480140130917
USA_Public Administration,0.00041283068245501106,0.00019774137475707528,0.001978659071117926,0.004049955738439251,0.0007575287088027213,0.007783806248256961,0.027804462185976066,0.0032282826396493962,0.014287749792765425,0.007470882127013918,0.001045779717707202,2.3760113822728762e-05,0.0061867848874539045,0.01606168774796231,0.0003252461496477374,0.012650211961002394,0.00036862791064087397,0.006737965987636006,0.008574956706745322,0.021707538504048544,0.09290371666452994,0.001343061494929472,0.010487484626202258,0.0002827103843356648,0.0012799318342720835
"USA_Education, Health and Other Services",0.0004685384339970797,0.00013815940897514962,0.0006953316530028381,0.012544315082956326,0.0021191615208108728,0.012392925318569493,0.046961928448338644,0.0032646312295544853,0.02235598774923638,0.0006427821072296726,0.0022608986537126035,8.345812174951231e-05,0.014110097083183644,0.013446126607240202,0.0005659332121782351,0.020932045129189534,0.007116452947228064,0.010565279046289039,0.004964590927315056,0.029765947297234058,0.26454254981144926,0.0011680896783092263,0.03243704755907933,0.0001102765762759387,0.0019653756417374046
USA_Private Households,8.06417779244012e-05,0.00015138211371315118,0.0003389465061078085,0.008776083708942336,0.0018833025534231052,0.010874749506089024,0.015035503213176494,0.004026703581222186,0.009260941892111818,0.003174323911176462,0.0053741363882596664,0.00010166269676228629,0.003931446104333105,0.006832999180900211,0.0003150948699668013,0.014542565438302596,0.0020412698473226713,0.005119859672157236,0.0028777838692671423,0.03959121756338461,0.1842196669306771,0.006854723429881089,0.011888214000275323,1.884523745855715e-06,0.006766353423087151
USA_Others,1.4216867759528315e-05,0.00013615292270532884,0.0004299654970523779,0.00026122746073365977,0.0008793964817667775,0.007033984864021461,0.01601981519044067,0.0025693082837455984,0.007327717416145599,0.0014460404881369556,0.0020611394783002367,8.466512061314965e-05,0.0037869026250079603,0.006904608149958429,0.00030399876081783645,0.008882363283594704,0.005128277547302066,0.00395301675296609,0.0037353679780934685,0.051665760603402645,0.16313270016018172,0.0003190906532990788,0.018387615080087665,2.351482702498763e-06,1.165906746445077e-05
VNM_Agriculture,0.01128115577860465,5.9927288859725856e-05,0.0003163244849729398,0.014633258859370616,0.0001452446295265687,0.00931270575171676,0.026466889954859765,0.0004259767173634616,0.0005160392220104682,0.0001299419720132777,6.601728090786513e-05,3.370043891395571e-05,0.0008186298365685022,0.00011031324431674424,0.002260419510003301,0.010532508290447523,0.001988813857635433,0.0004856210574002868,0.0007494758571030489,0.0009258212820085672,0.00018975476956003667,9.488164478091901e-05,0.00016246620863138493,7.056959707734186e-06,2.6492184062474e-05
VNM_Fishing,0.004651580674291076,0.11511676717308858,0.0004082922729963888,0.0009465055323549074,0.0008788857890571632,0.05641802863447624,0.03261198758116723,0.010058582204616917,0.0035882736981469416,0.011750136923783792,0.0012017494385798294,0.00023825224670845151,0.006337620935615287,0.00040542144170371906,0.009107245580001925,0.04299314352850205,0.007712178369975289,0.0030758291912253003,0.003845680770129561,0.006484036346060302,0.007708064663016708,0.00014145122002057477,0.0003493570194502344,1.4239680373782398e-05,6.160719803204619e-05
VNM_Mining and Quarrying,0.0005302211468660004,5.662416172972807e-05,0.0010016659526949048,0.0002637544558063826,0.00017289225940594476,0.0029587650405606624,0.005266240617288388,0.0038241597557317334,0.003785654239888957,0.002219428447848457,0.0002318461034893551,3.332112869082266e-05,0.0054287619615604925,3.95881611230103e-05,0.0006691294617822825,0.006226879121735509,0.0008704915050378766,0.001009509407230446,0.002121903757732979,0.002944870883920093,0.005281704437180944,6.09815895501507e-05,0.0004422493057921101,4.413884123114291e-06,1.9461059183945473e-05
VNM_Food & Beverages,0.10044350762972078,0.03817742027381531,0.015433778031636555,0.08630161133513792,0.003584652266573756,0.028699803969243796,0.022301116527055735,0.009947307305937085,0.005193172508095135,0.002187841709312127,0.0037551647915860333,0.00025303583409338315,0.006990672541380622,0.0011202583626817458,0.025092049436645877,0.12445195909243845,0.022338064997122983,0.004361439103603612,0.006970152270217476,0.0023315787706365554,0.008296324858766954,0.0003872019447607061,0.0006156945242026767,4.0752084097890515e-05,0.00019313191746797684
VNM_Textiles and Wearing Apparel,0.0049313354390858825,0.0005613676808981594,0.0026374629214149454,0.04981039916111687,0.18369413864590914,0.024635351949028952,0.05272081172486292,0.0146613847714878,0.0031843067905636805,0.0022674089595589543,0.007566828794758362,0.002438974591538002,0.01345382782084837,0.0017043083083273008,0.04127520499179777,0.20219271196965638,0.03839778151554132,0.005102507245775425,0.006754149364675542,0.004481042339384273,0.0053186568911872435,0.0003579154032407592,0.0008938899832823685,2.9269305310755082e-05,0.00011939541336997266
VNM_Wood and Paper,0.03090707889792518,0.000634161513604902,0.0009576160634851985,0.0009529754614732346,0.02357120266815426,0.13775726513103112,0.043075225706205776,0.010367053364971606,0.00515749918862135,0.007760208447453923,0.015464697481480416,0.00038853786173537804,0.01215734818568543,0.0015760570474904702,0.03622426716483507,0.17803011951292985,0.031831047848929574,0.009252718641441225,0.01273415107309555,0.002893424897516425,0.0026989678568864845,0.00030278521772116225,0.0003773051358005629,4.676690830557058e-05,0.000214917889123183
"VNM_Petroleum, Chemical and Non-Metallic Mineral Products",0.004942956759907561,0.002975277323209324,0.02043187624888021,0.003313046778047452,0.0035804354748386878,0.10331636124175227,0.23067145772969377,0.021184661117385074,0.005820925664436554,0.0017145470574770503,0.0031744839214871874,0.0006251993002477469,0.01624886610466501,0.0012454034892120736,0.023299719799184375,0.11537871542837834,0.019924783040355817,0.0047984659372106555,0.00927166610448107,0.003109856955650568,0.002939155958885556,0.0006481938941399454,0.0008655264183904628,9.832586355972125e-05,0.00044185369073828967
VNM_Metal Products,0.00010126975697303933,0.0002726689513754072,0.0005691154430396842,0.0003515321670413142,0.00047243946920628207,0.011865886800707793,0.06342244282682463,0.4642874262199835,0.03190491875215402,0.02848326195467887,0.006293189994634762,0.0008358287225395601,0.015068046376647517,0.0011458881950259289,0.026959923320770914,0.14053794965196098,0.023327154035293618,0.003969116972348673,0.005154451045629587,0.0028561018877456203,0.006543096259005764,0.0001568294172128297,0.00023678602212579708,2.1764824125851404e-05,0.00011743472759315895
